"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type"
"in-12705b0679e7fdb3","indeed","https://www.indeed.com/viewjob?jk=12705b0679e7fdb3","https://app.higherme.com/jobs/645a735aca856?utm_source=indeed&utm_medium=job_board","Store Manager","Dunkin' | Hartman Holdings/Aesir","San Angelo, TX, US","2025-03-29","fulltime","","hourly","","","USD",False,"","","","","**America Runs on Dunkin'**


Do you want to be a member of one of the largest franchises in America? With endless opportunities for growth and benefits, becoming a Coffee Crafter or Shift Leader for a Dunkin’ Donuts/ Baskin Robbins franchisee may be the career for you! Our team is committed to making our guests’ day by serving them with a great product, a smile, and quick service. If you are a team\\-orientated individual and are willing to roll up your sleeves and work with a winning team, this is the right opportunity for you!

 **Managers:**

* Must be responsible to deliver friendly and accurate orders to guests to enhance their experience at this location and to provide the guest with a reason to come back
* Must be able to meet operational and quality standards in this fast\\- paced environment
* Ensures the restaurant meets food safety, sanitation and cleanliness standards at all times
* Communicates expectations and needs of the customers to team mates
* Focus on improving sales and products through effective and on\\-going training
* Develops their team to deliver the best guest experience and reach sales goals
* Executes Brand and Franchisee standards with every product
* Empowers the team to satisfy guest needs and resolve issues with service
* Ensures the restaurant meets food safety, sanitation and cleanliness standards at all times
* Plans, identifies, communicates, and delegates appropriate responsibilities to team to ensure smooth flow of operations
* Executes inventory report, delivery orders, and maintains store standards for inspections

 **Be prepared to complete an application.**

**Be prepared to schedule an interview.**

 *You are applying for work with a franchisee of Dunkin' Donuts, not Dunkin' Brands, Inc. or any of its affiliates. Any information you submit will be provided solely to the franchisee. If hired, the franchisee will be your only employer.*

**REQUIREMENTS**
----------------

* Must be authorized to work in the US
* Must have a clean driving record
* Be able to pass a background check in order to be issued a base pass
* Arrives on time
* Great with guests
* Can foresee problems before they occur
* A leader and role model for the employees
* Previous managerial experience strongly preferred
* Previous fast food/quick service restaurant experience required
* Top\\-notch customer service skills
* Strong verbal and written communication skills
* Excellent leadership skills
* Must submit to a background check

  

In 1950, Bill Rosenberg opened the first Dunkin' Donuts shop in Quincy, Massachusetts. Dunkin' Donuts licensed the first of many franchises in 1955\\. It is now the world's leading baked goods and coffee chain, serving more than 3 million customers per day. Dunkin' Donuts sells 52 varieties of donuts and more than a dozen coffee beverages as well as an array of bagels, breakfast sandwiches and other baked goods.

  

We are a locally owned and operated Dunkin' Donuts franchise, with a fast\\-paced, high energy environment where you get to interact with loyal customers every day. Join our team today!

  

You are applying for work with a franchisee of Dunkin' Donuts, not Dunkin' Brands, Inc. or any of its affiliates. Any information you submit will be provided solely to the franchisee. If hired, the franchisee will be your only employer. Franchisees are independent business owners who set their own wage and benefit programs that can vary among franchisees.","","https://www.indeed.com/cmp/Dunkin'-Hartman-Holdings-Aesir","","","","","","","","","","","",""
"in-547fff9101b73666","indeed","https://www.indeed.com/viewjob?jk=547fff9101b73666","http://www.indeed.com/job/automotive-bdc-manager-547fff9101b73666","Automotive Bdc Manager","The All New Victory Auto Group","Floral Park, NY, US","2025-03-29","fulltime","direct_data","yearly",150000.0,200000.0,"USD",False,"","","","","Power Motors NYC is currently looking for a top level BDC Manager with a track record of great performance to run 2 Stores.

As the BDC / Internet Manager, you will be responsible for monitoring all internet leads, phone calls and following up on unsold leads. This position is also responsible for working with the sales managers in order to maximize advertising expense. You must be a customer service oriented individual with excellent organizational skills in order to manage incoming customer leads.

**Job Duties Include:**

* Monitoring and contacting Internet leads from our website, dealer, manufacturer and third party sites
* Determining each customer's vehicle needs by asking questions and listening
* Learning, understanding and adhering to call and email scripts
* Setting and confirming appointments, following up for each shown or missed appointment
* Gathering information for out of state customers and getting that information back to them in a timely manner
* Attending weekly sales meetings and trainings
* Meeting with the sales managers and director regarding objectives, planned activities, reviews and analysis
* Following up with all clients that are connected to the dealership for business development
* Other duties as assigned

**Job Requirements**

* 3 years Internet / BDC Sales experience is required.
* Managers are required to maintain the profitability of their department while controlling expenses and maintaining customer satisfaction.
* High school diploma or the equivalent is required and a college degree is preferred. A strong background in business, mathematics and computers is also useful.

**We Offer:**

* Excellent Compensation Pkg.
* Aggressive Monthly Bonuses
* Excellent Career Opportunity
* Health Benefit Pkg
* Paid Vacations
* And More

Job Type: Full\\-time

Experience:

* BDC: 3 years

Education:

* High school

Job Type: Full\\-time

Pay: $150,000\\.00 \\- $200,000\\.00 per year

Benefits:

* 401(k)
* Flexible schedule

Schedule:

* 8 hour shift

Supplemental Pay:

* Commission pay
* Monthly bonus

Ability to Commute:

* Floral Park, NY 11001 (Required)

Ability to Relocate:

* Floral Park, NY 11001: Relocate before starting work (Required)

Work Location: In person","","https://www.indeed.com/cmp/The-All-New-Victory-Auto-Group","","http://victorymitsubishi.com/","","","","","","","","","",""
"in-0f1b2653c4bee23a","indeed","https://www.indeed.com/viewjob?jk=0f1b2653c4bee23a","https://app.higherme.com/jobs/5f905fb72cadc?utm_source=indeed&utm_medium=job_board","Assistant Manager","Dunkin | Mustafa Management","Lakeland, FL, US","2025-03-29","parttime, fulltime","direct_data","yearly",28305.0,32087.0,"USD",False,"","","","","As a Dunkin' franchisee, we are committed to our employees as much as we are committed to our customers. We value hardworking and enthusiastic employees and we make it a priority to ensure their success.

  

The Assistant Manager will be responsible for directing the overall operation of the restaurant, from hiring and overseeing a team of employees that deliver exceptional guest service to managing the financial performance of the store.

  

As the day\\-to\\-day operator of the store, the Assistant Manager is expected to:

* Drive sales and profitability through effective execution of the Company’s business plan
* Create a positive working environment by fostering teamwork among Team Members through effective training, communication and relationship building
* Conduct himself/herself in a professional manner when dealing with customers, Team Members, and corporate management
* Act as a role model for other Team Members by adhering to all state and Federal labor and health laws and upholding the policies and standards of performance and conduct that is set by the Company and the Dunkin brand
* Work with integrity, honesty and accountability in all situations

 **Benefits of working for a Dunkin' franchisee:**

* Competitive wages
* Awesome team\\-oriented environment
* Lots of potential for growth within the company for those who work hard

**REQUIREMENTS**
----------------

* Previous managerial experience preferred but not required
* Previous fast food/quick service restaurant experience required
* Top\\-notch customer service skills
* Strong verbal and written communication skills
* Excellent leadership skills
* Works well under pressure and is able to multi\\-task
* Financial literacy and analytical/problem solving skills
* Access to a vehicle and a valid Driver's License required
* Ability to lift 50 lbs
* Must submit to a background check

  

In 1950, Bill Rosenberg opened the first Dunkin' shop in Quincy, Massachusetts. Dunkin' licensed the first of many franchises in 1955\\. It is now the world's leading baked goods and coffee chain, serving more than 3 million customers per day. Dunkin' sells 52 varieties of donuts and more than a dozen coffee beverages as well as an array of bagels, breakfast sandwiches and other baked goods.

  

We are a locally owned and operated Dunkin' franchise, with a fast\\-paced, high energy environment where you get to interact with loyal customers every day. Join our team today!

  

You are applying for work with a franchisee of Dunkin', not Dunkin' Brands, Inc. or any of its affiliates. Any information you submit will be provided solely to the franchisee. If hired, the franchisee will be your only employer. Franchisees are independent business owners who set their own wage and benefit programs that can vary among franchisees.","","https://www.indeed.com/cmp/Dunkin-Mustafa-Management","","","","","","","","","","","",""
"in-b47e2dfe1beb1f06","indeed","https://www.indeed.com/viewjob?jk=b47e2dfe1beb1f06","https://app.higherme.com/jobs/5f905fc5acd56?utm_source=indeed&utm_medium=job_board","Manager","Dunkin | Mustafa Management","Lakeland, FL, US","2025-03-29","parttime, fulltime","direct_data","yearly",29017.0,33219.0,"USD",False,"","","","","As a Dunkin' franchisee, we are committed to our employees as much as we are committed to our customers. We value hardworking and enthusiastic employees and we make it a priority to ensure their success.

  

The Restaurant Manager will always maintain a customer service focus, passion for results, and a desire to develop a great team. If you're a problem solver, with the ability to build a great team and give clear and precise directions time and time again, then apply today!

 **Benefits of working for a Dunkin' franchisee:**

* Competitive wages
* Awesome team\\-oriented environment
* Lots of potential for growth within the company for those who work hard

**REQUIREMENTS**
----------------

* Arrives on time
* Great with guests
* Can foresee problems before they occur
* A leader and role model for the employees
* Previous managerial experience strongly preferred
* Previous fast food/quick service restaurant experience required
* Top\\-notch customer service skills
* Strong verbal and written communication skills
* Excellent leadership skills
* Must submit to a background check

  

In 1950, Bill Rosenberg opened the first Dunkin' shop in Quincy, Massachusetts. Dunkin' licensed the first of many franchises in 1955\\. It is now the world's leading baked goods and coffee chain, serving more than 3 million customers per day. Dunkin' sells 52 varieties of donuts and more than a dozen coffee beverages as well as an array of bagels, breakfast sandwiches and other baked goods.

  

We are a locally owned and operated Dunkin' franchise, with a fast\\-paced, high energy environment where you get to interact with loyal customers every day. Join our team today!

  

You are applying for work with a franchisee of Dunkin', not Dunkin' Brands, Inc. or any of its affiliates. Any information you submit will be provided solely to the franchisee. If hired, the franchisee will be your only employer. Franchisees are independent business owners who set their own wage and benefit programs that can vary among franchisees.","","https://www.indeed.com/cmp/Dunkin-Mustafa-Management","","","","","","","","","","","",""
"in-03323c9cb1650641","indeed","https://www.indeed.com/viewjob?jk=03323c9cb1650641","https://app.higherme.com/jobs/5f905fc5acdcd?utm_source=indeed&utm_medium=job_board","Manager","Dunkin | Mustafa Management","Sebring, FL, US","2025-03-29","parttime, fulltime","direct_data","yearly",27622.0,31620.0,"USD",False,"","","","","As a Dunkin' franchisee, we are committed to our employees as much as we are committed to our customers. We value hardworking and enthusiastic employees and we make it a priority to ensure their success.

  

The Restaurant Manager will always maintain a customer service focus, passion for results, and a desire to develop a great team. If you're a problem solver, with the ability to build a great team and give clear and precise directions time and time again, then apply today!

 **Benefits of working for a Dunkin' franchisee:**

* Competitive wages
* Awesome team\\-oriented environment
* Lots of potential for growth within the company for those who work hard

**REQUIREMENTS**
----------------

* Arrives on time
* Great with guests
* Can foresee problems before they occur
* A leader and role model for the employees
* Previous managerial experience strongly preferred
* Previous fast food/quick service restaurant experience required
* Top\\-notch customer service skills
* Strong verbal and written communication skills
* Excellent leadership skills
* Must submit to a background check

  

In 1950, Bill Rosenberg opened the first Dunkin' shop in Quincy, Massachusetts. Dunkin' licensed the first of many franchises in 1955\\. It is now the world's leading baked goods and coffee chain, serving more than 3 million customers per day. Dunkin' sells 52 varieties of donuts and more than a dozen coffee beverages as well as an array of bagels, breakfast sandwiches and other baked goods.

  

We are a locally owned and operated Dunkin' franchise, with a fast\\-paced, high energy environment where you get to interact with loyal customers every day. Join our team today!

  

You are applying for work with a franchisee of Dunkin', not Dunkin' Brands, Inc. or any of its affiliates. Any information you submit will be provided solely to the franchisee. If hired, the franchisee will be your only employer. Franchisees are independent business owners who set their own wage and benefit programs that can vary among franchisees.","","https://www.indeed.com/cmp/Dunkin-Mustafa-Management","","","","","","","","","","","",""
"in-8f1482b03e71b364","indeed","https://www.indeed.com/viewjob?jk=8f1482b03e71b364","https://app.higherme.com/jobs/5f905fb72cb4d?utm_source=indeed&utm_medium=job_board","Assistant Manager","Dunkin | Mustafa Management","Sebring, FL, US","2025-03-29","parttime, fulltime","direct_data","yearly",27121.0,30848.0,"USD",False,"","","","","As a Dunkin' franchisee, we are committed to our employees as much as we are committed to our customers. We value hardworking and enthusiastic employees and we make it a priority to ensure their success.

  

The Assistant Manager will be responsible for directing the overall operation of the restaurant, from hiring and overseeing a team of employees that deliver exceptional guest service to managing the financial performance of the store.

  

As the day\\-to\\-day operator of the store, the Assistant Manager is expected to:

* Drive sales and profitability through effective execution of the Company’s business plan
* Create a positive working environment by fostering teamwork among Team Members through effective training, communication and relationship building
* Conduct himself/herself in a professional manner when dealing with customers, Team Members, and corporate management
* Act as a role model for other Team Members by adhering to all state and Federal labor and health laws and upholding the policies and standards of performance and conduct that is set by the Company and the Dunkin brand
* Work with integrity, honesty and accountability in all situations

 **Benefits of working for a Dunkin' franchisee:**

* Competitive wages
* Awesome team\\-oriented environment
* Lots of potential for growth within the company for those who work hard

**REQUIREMENTS**
----------------

* Previous managerial experience preferred but not required
* Previous fast food/quick service restaurant experience required
* Top\\-notch customer service skills
* Strong verbal and written communication skills
* Excellent leadership skills
* Works well under pressure and is able to multi\\-task
* Financial literacy and analytical/problem solving skills
* Access to a vehicle and a valid Driver's License required
* Ability to lift 50 lbs
* Must submit to a background check

  

In 1950, Bill Rosenberg opened the first Dunkin' shop in Quincy, Massachusetts. Dunkin' licensed the first of many franchises in 1955\\. It is now the world's leading baked goods and coffee chain, serving more than 3 million customers per day. Dunkin' sells 52 varieties of donuts and more than a dozen coffee beverages as well as an array of bagels, breakfast sandwiches and other baked goods.

  

We are a locally owned and operated Dunkin' franchise, with a fast\\-paced, high energy environment where you get to interact with loyal customers every day. Join our team today!

  

You are applying for work with a franchisee of Dunkin', not Dunkin' Brands, Inc. or any of its affiliates. Any information you submit will be provided solely to the franchisee. If hired, the franchisee will be your only employer. Franchisees are independent business owners who set their own wage and benefit programs that can vary among franchisees.","","https://www.indeed.com/cmp/Dunkin-Mustafa-Management","","","","","","","","","","","",""
"in-5b0a0268898b47a3","indeed","https://www.indeed.com/viewjob?jk=5b0a0268898b47a3","https://app.higherme.com/jobs/5f905fcd9ebad?utm_source=indeed&utm_medium=job_board","Shift Leader","Dunkin | Mustafa Management","Lakeland, FL, US","2025-03-29","parttime, fulltime","direct_data","yearly",26338.0,29724.0,"USD",False,"","","","","As a Dunkin' franchisee, we are committed to our employees as much as we are committed to our customers. We value hardworking and enthusiastic employees and we make it a priority to ensure their success.

  

The Shift Leader will be responsible for coaching Crew Members throughout their shift to execute operational Brand standards and deliver a great and friendly guest experience. They set goals, provide job assignments, and motivate others, celebrating successes and providing timely feedback.

 **Benefits of working for a Dunkin' franchisee:**

* Competitive wages
* Awesome team\\-oriented environment
* Lots of potential for growth within the company for those who work hard

**REQUIREMENTS**
----------------

* Provide excellent guest satisfaction, service speed, and product quality
* Previous experience working in a cafe or quick service restaurant preferred
* Show passion about results by setting compelling targets and delivering on commitments
* Meet safety and sanitation standards
* Anticipate and understand guests’ needs and exceed their expectations
* Works well in a team environment

  

In 1950, Bill Rosenberg opened the first Dunkin' shop in Quincy, Massachusetts. Dunkin' licensed the first of many franchises in 1955\\. It is now the world's leading baked goods and coffee chain, serving more than 3 million customers per day. Dunkin' sells 52 varieties of donuts and more than a dozen coffee beverages as well as an array of bagels, breakfast sandwiches and other baked goods.

  

We are a locally owned and operated Dunkin' franchise, with a fast\\-paced, high energy environment where you get to interact with loyal customers every day. Join our team today!

  

You are applying for work with a franchisee of Dunkin', not Dunkin' Brands, Inc. or any of its affiliates. Any information you submit will be provided solely to the franchisee. If hired, the franchisee will be your only employer. Franchisees are independent business owners who set their own wage and benefit programs that can vary among franchisees.","","https://www.indeed.com/cmp/Dunkin-Mustafa-Management","","","","","","","","","","","",""
"in-0d7e7aa187a62df8","indeed","https://www.indeed.com/viewjob?jk=0d7e7aa187a62df8","https://app.higherme.com/jobs/5f905fcd9ec1f?utm_source=indeed&utm_medium=job_board","Shift Leader","Dunkin | Mustafa Management","Sebring, FL, US","2025-03-29","parttime, fulltime","direct_data","yearly",26000.0,29367.0,"USD",False,"","","","","As a Dunkin' franchisee, we are committed to our employees as much as we are committed to our customers. We value hardworking and enthusiastic employees and we make it a priority to ensure their success.

  

The Shift Leader will be responsible for coaching Crew Members throughout their shift to execute operational Brand standards and deliver a great and friendly guest experience. They set goals, provide job assignments, and motivate others, celebrating successes and providing timely feedback.

 **Benefits of working for a Dunkin' franchisee:**

* Competitive wages
* Awesome team\\-oriented environment
* Lots of potential for growth within the company for those who work hard

**REQUIREMENTS**
----------------

* Provide excellent guest satisfaction, service speed, and product quality
* Previous experience working in a cafe or quick service restaurant preferred
* Show passion about results by setting compelling targets and delivering on commitments
* Meet safety and sanitation standards
* Anticipate and understand guests’ needs and exceed their expectations
* Works well in a team environment

  

In 1950, Bill Rosenberg opened the first Dunkin' shop in Quincy, Massachusetts. Dunkin' licensed the first of many franchises in 1955\\. It is now the world's leading baked goods and coffee chain, serving more than 3 million customers per day. Dunkin' sells 52 varieties of donuts and more than a dozen coffee beverages as well as an array of bagels, breakfast sandwiches and other baked goods.

  

We are a locally owned and operated Dunkin' franchise, with a fast\\-paced, high energy environment where you get to interact with loyal customers every day. Join our team today!

  

You are applying for work with a franchisee of Dunkin', not Dunkin' Brands, Inc. or any of its affiliates. Any information you submit will be provided solely to the franchisee. If hired, the franchisee will be your only employer. Franchisees are independent business owners who set their own wage and benefit programs that can vary among franchisees.","","https://www.indeed.com/cmp/Dunkin-Mustafa-Management","","","","","","","","","","","",""
"in-538ecf1e04ba2311","indeed","https://www.indeed.com/viewjob?jk=538ecf1e04ba2311","https://app.higherme.com/jobs/5f905fbe3f130?utm_source=indeed&utm_medium=job_board","Crew Member","Dunkin | Mustafa Management","Sebring, FL, US","2025-03-29","parttime, fulltime","direct_data","yearly",26000.0,27930.0,"USD",False,"","","","","As a Dunkin' franchisee, we are committed to our employees as much as we are committed to our customers. We value hardworking and enthusiastic employees and we make it a priority to ensure their success.

  

Crew Members are the foundation of what keeps the store and America running. We are looking to add to our team of positive, energetic employees who are passionate about the Dunkin’ Brand and delivering exceptional customer service.

 **Benefits of working for a Dunkin' franchisee:**

* Competitive wages
* Awesome team\\-oriented environment
* Lots of potential for growth within the company for those who work hard

**REQUIREMENTS**
----------------

* Provide excellent guest satisfaction, service speed, and product quality
* Previous experience working in a cafe or quick service restaurant preferred
* Show passion about results by setting compelling targets and delivering on commitments
* Meet safety and sanitation standards
* Anticipate and understand guests’ needs and exceed their expectations
* Works well in a team environment

  

In 1950, Bill Rosenberg opened the first Dunkin' shop in Quincy, Massachusetts. Dunkin' licensed the first of many franchises in 1955\\. It is now the world's leading baked goods and coffee chain, serving more than 3 million customers per day. Dunkin' sells 52 varieties of donuts and more than a dozen coffee beverages as well as an array of bagels, breakfast sandwiches and other baked goods.

  

We are a locally owned and operated Dunkin' franchise, with a fast\\-paced, high energy environment where you get to interact with loyal customers every day. Join our team today!

  

You are applying for work with a franchisee of Dunkin', not Dunkin' Brands, Inc. or any of its affiliates. Any information you submit will be provided solely to the franchisee. If hired, the franchisee will be your only employer. Franchisees are independent business owners who set their own wage and benefit programs that can vary among franchisees.","","https://www.indeed.com/cmp/Dunkin-Mustafa-Management","","","","","","","","","","","",""
"in-2b16441e79a53162","indeed","https://www.indeed.com/viewjob?jk=2b16441e79a53162","http://www.indeed.com/job/office-administrator-2b16441e79a53162","Office Administrator","RE/MAX","Versailles, MO, US","2025-03-29","fulltime","","hourly","","","USD",False,"","","","","**Qualifications:**

✅ Prior experience in a real estate office, title company, mortgage, or administrative role is preferred. Starting salary will be determined on previous experience.  
✅ Familiarity with contracts, MLS systems, and transaction coordination is a plus, but not mandatory. Must have a strong desire to learn in all aspects of the position.  
✅ Strong Organizational Skills required with the ability to manage multiple tasks, deadlines, and documents efficiently.  
✅ Professional written and verbal communication with agents, clients, and vendors.  
✅ Proficiency in CRM systems, Microsoft Office (Word, Excel, Outlook), Google Suite, and real estate software such as Docusign, or similar platforms is preferred.  
✅ Accuracy in handling paperwork, contracts, and compliance requirements.  
✅ Customer service is a top priority for our team. Applicant must have a friendly, helpful attitude with a focus on supporting agents and clients.  
✅ Applicants must be ableto work independently \\& as a team player. Must be self\\-motivated with a proactive approach to problem\\-solving. I want out of the box and forward thinking team members.  
✅ Applicants need to have the ability to prioritize tasks and stay ahead of deadlines.  
✅ Applicants must be able to handle sensitive client and company information with discretion, confidentiality and professionalism.

Job Type: Full\\-time

Pay: From $15\\.00 per hour

Expected hours: No less than 30 per week

Schedule:

* Day shift
* Monday to Friday
* No weekends

People with a criminal record are encouraged to apply

Ability to Commute:

* Versailles, MO 65084 (Required)

Ability to Relocate:

* Versailles, MO 65084: Relocate before starting work (Preferred)

Work Location: In person","Real Estate","https://www.indeed.com/cmp/Re__max","","https://www.remax.com/","18 United St. Bo. Kapitolyo, Pasig City","51 to 200","$25M to $100M (USD)","","","","","","",""
"in-aecd98f81e8341a5","indeed","https://www.indeed.com/viewjob?jk=aecd98f81e8341a5","https://app.higherme.com/jobs/64f8a34d827a0?utm_source=indeed&utm_medium=job_board","Facilities Maintenance Technician","","Southbridge, MA, US","2025-03-29","fulltime","direct_data","yearly",41843.0,53781.0,"USD",False,"","","","","**FACILITIES MAINTENANCE TECHNICIAN**
-------------------------------------


Come Run with us at Apres Management Company. We are a deep\\-rooted franchise of Dunkin’ Donuts in the North Shore area. We are looking to hire an experienced Facility Maintenance Technician to help us keep our restaurants clean and maintained! If you're hard\\-working and dedicated, Apres Management Co. is an ideal place to get started. Apply today!

### **Position Description:**


The Facilities Maintenance Technician is responsible for performing routine building maintenance tasks in our Dunkin’ locations. Performance of building maintenance tasks in one or more fields (e.g. carpentry, electrical, heating, ventilation, and air conditioning (HVAC), plumbing, etc.). Performs general cleaning and other tasks as assigned. This is a full\\-time, non\\- exempt hourly position.

### **Key Job Responsibilities:**

* Paint, remodel, refurbish areas as needed
* Repair, maintain/monitor all equipment and amenities
* Clean windows and glass doors
* Change of all filters for HVAC as required
* Prepare classrooms for incoming classes; remove or rearrange furniture for events or classes, as needed
* Remove and properly dispose of all recyclable materials
* Change light bulbs, interior and exterior, as needed
* On call maintenance for all facilities, 24/7
* Responsible for organization and maintaining our offsite smallware and equipment storage facilities
* Maintain exterior property, including sidewalk snow removal as needed
* Restaurant equipment installs/removals
* Assist with daily trash removal while in restaurant, as needed restocking/cleaning restrooms, sweeping/mopping, cleaning/disinfecting tables/counters, cleaning exterior entryway/cigarette receptacles, graffiti removal, cleaning/polishing/floor maintenance, cleaning/disinfecting community surfaces.
* Performs other work related duties as assigned
* Must be able to work flexible hours and be available in the event of urgent issues

### **Education and Work Experience Requirements:**

* High school education or equivalent
* 5\\-10 years of working experience in facilities maintenance
* Basic understanding of electrical, plumbing, and carpentry
* Ability to work with minimal supervision
* Must demonstrate strong communication and interpersonal skills; customer service oriented
* Must be organized, detail oriented, self\\-motivated, and able to multi\\-task

### **Physical Requirements/Environmental Conditions:**

* Ability to push/lift 75 pounds
* Ability to climb ladders
* Bending at waist, sitting, kneeling, climbing, walking, crouching as job may require
* Ability to work in extreme temperatures
* Working in high noise levels requiring hearing protection
* Working around lubricants, solvents, batteries, cleaning fluids, paints

**REQUIREMENTS**
----------------

* Must have valid drivers license
* Must have a clean driving record
* Must be available on call
* Must be able to travel to multiple locations
* Must be available weekends and holidays

  

In 1950, Bill Rosenberg opened the first Dunkin' Donuts shop in Quincy, Massachusetts. Dunkin' Donuts licensed the first of many franchises in 1955\\. It is now the world's leading baked goods and coffee chain, serving more than 3 million customers per day. Dunkin' Donuts sells 52 varieties of donuts and more than a dozen coffee beverages as well as an array of bagels, breakfast sandwiches and other baked goods. We are a locally owned and operated Dunkin' Donuts franchise, with a fast\\-paced, high energy environment where you get to interact with loyal customers every day. Join our team today! You are applying for work with a franchisee of Dunkin' Donuts, not Dunkin' Brands, Inc. or any of its affiliates. Any information you submit will be provided solely to the franchisee. If hired, the franchisee will be your only employer. Franchisees are independent business owners who set their own wage and benefit programs that can vary among franchisees.","","","","","","","","","","","","","",""
"in-cc7984a7fb1cc8b8","indeed","https://www.indeed.com/viewjob?jk=cc7984a7fb1cc8b8","https://app.higherme.com/jobs/64f8a34d83914?utm_source=indeed&utm_medium=job_board","Facilities Maintenance Technician","","Oxford, MA, US","2025-03-29","fulltime","direct_data","yearly",49445.0,63351.0,"USD",False,"","","","","**FACILITIES MAINTENANCE TECHNICIAN**
-------------------------------------


Come Run with us at Apres Management Company. We are a deep\\-rooted franchise of Dunkin’ Donuts in the North Shore area. We are looking to hire an experienced Facility Maintenance Technician to help us keep our restaurants clean and maintained! If you're hard\\-working and dedicated, Apres Management Co. is an ideal place to get started. Apply today!

### **Position Description:**


The Facilities Maintenance Technician is responsible for performing routine building maintenance tasks in our Dunkin’ locations. Performance of building maintenance tasks in one or more fields (e.g. carpentry, electrical, heating, ventilation, and air conditioning (HVAC), plumbing, etc.). Performs general cleaning and other tasks as assigned. This is a full\\-time, non\\- exempt hourly position.

### **Key Job Responsibilities:**

* Paint, remodel, refurbish areas as needed
* Repair, maintain/monitor all equipment and amenities
* Clean windows and glass doors
* Change of all filters for HVAC as required
* Prepare classrooms for incoming classes; remove or rearrange furniture for events or classes, as needed
* Remove and properly dispose of all recyclable materials
* Change light bulbs, interior and exterior, as needed
* On call maintenance for all facilities, 24/7
* Responsible for organization and maintaining our offsite smallware and equipment storage facilities
* Maintain exterior property, including sidewalk snow removal as needed
* Restaurant equipment installs/removals
* Assist with daily trash removal while in restaurant, as needed restocking/cleaning restrooms, sweeping/mopping, cleaning/disinfecting tables/counters, cleaning exterior entryway/cigarette receptacles, graffiti removal, cleaning/polishing/floor maintenance, cleaning/disinfecting community surfaces.
* Performs other work related duties as assigned
* Must be able to work flexible hours and be available in the event of urgent issues

### **Education and Work Experience Requirements:**

* High school education or equivalent
* 5\\-10 years of working experience in facilities maintenance
* Basic understanding of electrical, plumbing, and carpentry
* Ability to work with minimal supervision
* Must demonstrate strong communication and interpersonal skills; customer service oriented
* Must be organized, detail oriented, self\\-motivated, and able to multi\\-task

### **Physical Requirements/Environmental Conditions:**

* Ability to push/lift 75 pounds
* Ability to climb ladders
* Bending at waist, sitting, kneeling, climbing, walking, crouching as job may require
* Ability to work in extreme temperatures
* Working in high noise levels requiring hearing protection
* Working around lubricants, solvents, batteries, cleaning fluids, paints

**REQUIREMENTS**
----------------

* Must have valid drivers license
* Must have a clean driving record
* Must be available on call
* Must be able to travel to multiple locations
* Must be available weekends and holidays

  

In 1950, Bill Rosenberg opened the first Dunkin' Donuts shop in Quincy, Massachusetts. Dunkin' Donuts licensed the first of many franchises in 1955\\. It is now the world's leading baked goods and coffee chain, serving more than 3 million customers per day. Dunkin' Donuts sells 52 varieties of donuts and more than a dozen coffee beverages as well as an array of bagels, breakfast sandwiches and other baked goods. We are a locally owned and operated Dunkin' Donuts franchise, with a fast\\-paced, high energy environment where you get to interact with loyal customers every day. Join our team today! You are applying for work with a franchisee of Dunkin' Donuts, not Dunkin' Brands, Inc. or any of its affiliates. Any information you submit will be provided solely to the franchisee. If hired, the franchisee will be your only employer. Franchisees are independent business owners who set their own wage and benefit programs that can vary among franchisees.","","","","","","","","","","","","","",""
